season,yr,mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,cnt,key
summer,2011,8,1,0,0,0,22.1,22.0,0.89,0.2239,73,5307
summer,2011,8,2,0,0,0,22.1,22.0,0.89,0.2239,62,5308
summer,2011,8,3,0,0,0,22.1,21.0,0.94,0.2537,27,5309
summer,2011,8,4,0,0,0,22.1,21.0,0.94,0.194,3,5310
summer,2011,8,5,0,0,0,22.1,21.0,0.94,0.1642,10,5311
summer,2011,8,6,0,0,0,22.1,21.0,0.94,0.1045,6,5312
summer,2011,8,7,0,0,0,23.0,23.0,0.89,0.194,24,5313
summer,2011,8,8,0,0,0,23.0,23.0,0.89,0.2836,41,5314
summer,2011,8,9,0,0,0,23.0,23.0,0.89,0.2836,103,5315
summer,2011,8,10,0,0,0,24.9,28.0,0.79,0.2239,183,5316
summer,2011,8,11,0,0,0,24.9,28.0,0.79,0.194,198,5317
summer,2011,8,12,0,0,0,24.9,28.0,0.79,0.2239,281,5318
summer,2011,8,13,0,0,0,25.8,30.0,0.74,0.2537,377,5319
summer,2011,8,14,0,0,0,26.8,30.0,0.7,0.194,370,5320
summer,2011,8,15,0,0,0,26.8,30.0,0.66,0.194,331,5321
summer,2011,8,16,0,0,0,26.8,30.0,0.66,0.1642,292,5322
summer,2011,8,17,0,0,0,27.7,31.0,0.62,0.1343,329,5323
summer,2011,8,18,0,0,0,26.8,30.0,0.66,0.1642,347,5324
summer,2011,8,19,0,0,0,25.8,30.0,0.74,0.2239,259,5325
summer,2011,8,20,0,0,0,24.9,28.0,0.84,0.1642,193,5326
summer,2011,8,21,0,0,0,20.2,20.0,0.88,0.4925,155,5327
summer,2011,8,22,0,0,0,20.2,20.0,0.88,0.4925,39,5328
summer,2011,8,23,0,0,0,20.2,21.0,0.83,0.0,27,5329
summer,2011,8,0,0,1,1,20.2,20.0,0.88,0.0896,25,5330
summer,2011,8,1,0,1,1,20.2,20.0,0.88,0.1343,10,5331
summer,2011,8,2,0,1,1,20.2,21.0,0.83,0.0,3,5332
summer,2011,8,3,0,1,1,20.2,21.0,0.83,0.194,7,5333
summer,2011,8,4,0,1,1,20.2,21.0,0.83,0.1343,5,5334
summer,2011,8,5,0,1,1,20.2,20.0,0.88,0.194,17,5335
summer,2011,8,6,0,1,1,20.2,20.0,0.88,0.2537,90,5336
summer,2011,8,7,0,1,1,20.2,20.0,0.88,0.2537,258,5337
summer,2011,8,8,0,1,1,22.1,23.0,0.78,0.3284,355,5338
summer,2011,8,9,0,1,1,22.1,23.0,0.78,0.3284,222,5339
summer,2011,8,10,0,1,1,24.0,26.0,0.69,0.2836,141,5340
summer,2011,8,11,0,1,1,25.8,29.0,0.62,0.2537,153,5341
summer,2011,8,12,0,1,1,26.8,29.0,0.58,0.2836,178,5342
summer,2011,8,13,0,1,1,28.7,31.0,0.52,0.2836,193,5343
summer,2011,8,14,0,1,1,26.8,29.0,0.55,0.0896,151,5344
summer,2011,8,15,0,1,1,26.8,29.0,0.55,0.2985,182,5345
summer,2011,8,16,0,1,1,26.8,29.0,0.55,0.3284,283,5346
summer,2011,8,17,0,1,1,26.8,28.0,0.51,0.2836,530,5347
summer,2011,8,18,0,1,1,24.9,27.0,0.65,0.194,483,5348
summer,2011,8,19,0,1,1,24.9,27.0,0.65,0.0,397,5349
summer,2011,8,20,0,1,1,23.0,25.0,0.74,0.1343,285,5350
summer,2011,8,21,0,1,1,23.0,25.0,0.65,0.194,184,5351
summer,2011,8,22,0,1,1,23.0,25.0,0.69,0.2537,98,5352
summer,2011,8,23,0,1,1,22.1,24.0,0.69,0.2239,88,5353
summer,2011,8,0,0,2,1,22.1,24.0,0.69,0.1045,31,5354
summer,2011,8,1,0,2,1,22.1,24.0,0.69,0.1642,16,5355
summer,2011,8,2,0,2,1,21.1,23.0,0.73,0.2239,4,5356
summer,2011,8,3,0,2,1,21.1,23.0,0.73,0.2239,6,5357
summer,2011,8,4,0,2,1,22.1,24.0,0.69,0.2985,5,5358
summer,2011,8,5,0,2,1,21.1,23.0,0.73,0.2836,30,5359
summer,2011,8,6,0,2,1,21.1,23.0,0.73,0.3284,119,5360
summer,2011,8,7,0,2,1,22.1,24.0,0.69,0.2537,346,5361
summer,2011,8,8,0,2,1,24.9,27.0,0.58,0.4478,441,5362
summer,2011,8,9,0,2,1,24.0,26.0,0.61,0.2836,198,5363
summer,2011,8,10,0,2,1,24.9,27.0,0.58,0.3881,111,5364
summer,2011,8,11,0,2,1,26.8,28.0,0.51,0.2239,150,5365
summer,2011,8,12,0,2,1,27.7,29.0,0.48,0.3284,162,5366
summer,2011,8,13,0,2,1,27.7,29.0,0.48,0.2985,192,5367
summer,2011,8,14,0,2,1,27.7,29.0,0.45,0.4179,182,5368
summer,2011,8,15,0,2,1,29.6,31.0,0.41,0.2985,159,5369
summer,2011,8,16,0,2,1,29.6,31.0,0.41,0.2239,303,5370
summer,2011,8,17,0,2,1,27.7,29.0,0.45,0.3284,600,5371
summer,2011,8,18,0,2,1,27.7,29.0,0.45,0.2239,570,5372
summer,2011,8,19,0,2,1,26.8,28.0,0.48,0.194,376,5373
summer,2011,8,20,0,2,1,26.8,28.0,0.51,0.0,280,5374
summer,2011,8,21,0,2,1,25.8,28.0,0.54,0.0,215,5375
summer,2011,8,22,0,2,1,24.9,27.0,0.61,0.0,152,5376
summer,2011,8,23,0,2,1,23.0,25.0,0.65,0.1343,77,5377
summer,2011,8,0,0,3,1,23.0,25.0,0.69,0.0896,24,5378
summer,2011,8,1,0,3,1,22.1,24.0,0.73,0.1642,14,5379
summer,2011,8,2,0,3,1,23.0,25.0,0.69,0.0,6,5380
summer,2011,8,3,0,3,1,22.1,23.0,0.78,0.0,5,5381
summer,2011,8,4,0,3,1,22.1,24.0,0.73,0.0,5,5382
summer,2011,8,5,0,3,1,22.1,24.0,0.73,0.0,28,5383
summer,2011,8,6,0,3,1,21.1,23.0,0.78,0.0,105,5384
summer,2011,8,7,0,3,1,23.0,25.0,0.65,0.0896,308,5385
summer,2011,8,8,0,3,1,24.9,27.0,0.54,0.1642,487,5386
summer,2011,8,9,0,3,1,26.8,28.0,0.48,0.0896,209,5387
summer,2011,8,10,0,3,1,27.7,29.0,0.43,0.0896,118,5388
summer,2011,8,11,0,3,1,28.7,30.0,0.43,0.1045,128,5389
summer,2011,8,12,0,3,1,29.6,32.0,0.43,0.2836,189,5390
summer,2011,8,13,0,3,1,29.6,31.0,0.41,0.194,176,5391
summer,2011,8,14,0,3,1,30.5,32.0,0.36,0.1642,192,5392
summer,2011,8,15,0,3,1,29.6,32.0,0.43,0.1343,159,5393
summer,2011,8,16,0,3,1,30.5,33.0,0.43,0.2239,300,5394
summer,2011,8,17,0,3,1,29.6,33.0,0.49,0.2239,552,5395
summer,2011,8,18,0,3,1,27.7,30.0,0.55,0.2537,556,5396
summer,2011,8,19,0,3,1,27.7,30.0,0.55,0.2239,347,5397
summer,2011,8,20,0,3,1,26.8,29.0,0.58,0.2537,280,5398
summer,2011,8,21,0,3,1,25.8,29.0,0.62,0.2239,230,5399
summer,2011,8,22,0,3,1,24.9,27.0,0.65,0.194,171,5400
summer,2011,8,23,0,3,1,24.9,27.0,0.65,0.2836,105,5401
summer,2011,8,0,0,4,1,24.0,26.0,0.65,0.1343,56,5402
summer,2011,8,1,0,4,1,23.0,25.0,0.65,0.1642,24,5403
summer,2011,8,2,0,4,1,23.0,25.0,0.65,0.2239,6,5404
summer,2011,8,3,0,4,1,23.0,25.0,0.69,0.2836,6,5405
summer,2011,8,4,0,4,1,22.1,24.0,0.73,0.2239,9,5406
summer,2011,8,5,0,4,1,22.1,23.0,0.78,0.2836,27,5407
summer,2011,8,6,0,4,1,22.1,23.0,0.78,0.2537,103,5408
summer,2011,8,7,0,4,1,22.1,23.0,0.78,0.2985,308,5409
summer,2011,8,8,0,4,1,23.0,25.0,0.74,0.2836,420,5410
summer,2011,8,9,0,4,1,25.8,29.0,0.66,0.2537,228,5411
summer,2011,8,10,0,4,1,26.8,30.0,0.66,0.2537,129,5412
summer,2011,8,11,0,4,1,27.7,31.0,0.58,0.2537,141,5413
summer,2011,8,12,0,4,1,29.6,33.0,0.52,0.2836,173,5414
summer,2011,8,13,0,4,1,29.6,33.0,0.52,0.3582,187,5415
summer,2011,8,14,0,4,1,30.5,34.0,0.46,0.3284,182,5416
summer,2011,8,15,0,4,1,29.6,32.0,0.46,0.3582,174,5417
summer,2011,8,16,0,4,1,29.6,32.0,0.46,0.3582,245,5418
summer,2011,8,17,0,4,1,29.6,32.0,0.46,0.2985,409,5419
summer,2011,8,18,0,4,1,27.7,30.0,0.55,0.2537,274,5420
summer,2011,8,19,0,4,1,23.0,24.0,0.83,0.1045,141,5421
summer,2011,8,20,0,4,1,23.0,24.0,0.83,0.1045,165,5422
summer,2011,8,21,0,4,1,24.0,26.0,0.79,0.0,149,5423
summer,2011,8,22,0,4,1,24.9,28.0,0.74,0.1045,135,5424
summer,2011,8,23,0,4,1,24.9,28.0,0.74,0.1343,114,5425
summer,2011,8,0,0,5,1,24.0,26.0,0.69,0.194,62,5426
summer,2011,8,1,0,5,1,22.1,22.0,0.89,0.0,20,5427
summer,2011,8,2,0,5,1,22.1,22.0,0.83,0.0,8,5428
summer,2011,8,3,0,5,1,22.1,23.0,0.78,0.0,3,5429
summer,2011,8,4,0,5,1,22.1,22.0,0.83,0.0,8,5430
summer,2011,8,5,0,5,1,22.1,22.0,0.83,0.0,17,5431
summer,2011,8,6,0,5,1,22.1,22.0,0.83,0.0,93,5432
summer,2011,8,7,0,5,1,23.0,24.0,0.83,0.0896,263,5433
summer,2011,8,8,0,5,1,23.0,24.0,0.83,0.0,398,5434
summer,2011,8,9,0,5,1,24.9,27.0,0.65,0.1343,218,5435
summer,2011,8,10,0,5,1,25.8,29.0,0.62,0.0896,165,5436
summer,2011,8,11,0,5,1,25.8,29.0,0.66,0.0896,165,5437
summer,2011,8,12,0,5,1,26.8,29.0,0.62,0.0896,222,5438
summer,2011,8,13,0,5,1,27.7,31.0,0.62,0.194,232,5439
summer,2011,8,14,0,5,1,28.7,32.0,0.55,0.194,220,5440
summer,2011,8,15,0,5,1,29.6,33.0,0.49,0.1045,222,5441
summer,2011,8,16,0,5,1,29.6,33.0,0.49,0.0,327,5442
summer,2011,8,17,0,5,1,27.7,31.0,0.58,0.5224,527,5443
summer,2011,8,18,0,5,1,27.7,31.0,0.58,0.5224,425,5444
summer,2011,8,19,0,5,1,21.1,23.0,0.73,0.4627,165,5445
summer,2011,8,20,0,5,1,21.1,22.0,0.83,0.2985,58,5446
summer,2011,8,21,0,5,1,21.1,22.0,0.83,0.1343,107,5447
summer,2011,8,22,0,5,1,20.2,20.0,0.88,0.1343,122,5448
summer,2011,8,23,0,5,1,20.2,20.0,0.88,0.0896,106,5449
summer,2011,8,0,0,6,0,20.2,20.0,0.88,0.0,128,5450
summer,2011,8,1,0,6,0,21.1,22.0,0.83,0.0,47,5451
summer,2011,8,2,0,6,0,21.1,23.0,0.78,0.0,69,5452
summer,2011,8,3,0,6,0,21.1,23.0,0.78,0.0,51,5453
summer,2011,8,4,0,6,0,20.2,20.0,0.88,0.0,7,5454
summer,2011,8,5,0,6,0,20.2,21.0,0.83,0.0,8,5455
summer,2011,8,6,0,6,0,20.2,21.0,0.83,0.1343,24,5456
summer,2011,8,7,0,6,0,21.1,22.0,0.83,0.0,44,5457
summer,2011,8,8,0,6,0,23.0,25.0,0.69,0.0,133,5458
summer,2011,8,9,0,6,0,24.9,27.0,0.65,0.0,190,5459
summer,2011,8,10,0,6,0,25.8,29.0,0.62,0.1045,306,5460
summer,2011,8,11,0,6,0,25.8,28.0,0.58,0.0,338,5461
summer,2011,8,12,0,6,0,26.8,29.0,0.58,0.1343,409,5462
summer,2011,8,13,0,6,0,27.7,30.0,0.55,0.1343,378,5463
summer,2011,8,14,0,6,0,29.6,33.0,0.49,0.194,375,5464
summer,2011,8,15,0,6,0,29.6,32.0,0.43,0.194,390,5465
summer,2011,8,16,0,6,0,29.6,32.0,0.46,0.194,373,5466
summer,2011,8,17,0,6,0,29.6,33.0,0.49,0.194,383,5467
summer,2011,8,18,0,6,0,27.7,31.0,0.58,0.2537,394,5468
summer,2011,8,19,0,6,0,26.8,29.0,0.62,0.194,291,5469
summer,2011,8,20,0,6,0,26.8,29.0,0.62,0.2239,248,5470
summer,2011,8,21,0,6,0,25.8,29.0,0.7,0.2239,225,5471
summer,2011,8,22,0,6,0,24.9,28.0,0.74,0.194,223,5472
summer,2011,8,23,0,6,0,24.9,28.0,0.74,0.1343,157,5473
summer,2011,8,0,0,0,0,24.9,28.0,0.74,0.194,74,5474
summer,2011,8,1,0,0,0,24.0,26.0,0.79,0.2239,86,5475
summer,2011,8,2,0,0,0,24.0,26.0,0.79,0.194,64,5476
summer,2011,8,3,0,0,0,23.0,24.0,0.83,0.2239,51,5477
summer,2011,8,4,0,0,0,24.0,26.0,0.83,0.2239,6,5478
summer,2011,8,5,0,0,0,23.0,23.0,0.89,0.2985,8,5479
summer,2011,8,6,0,0,0,23.0,23.0,0.89,0.2836,14,5480
summer,2011,8,7,0,0,0,24.0,26.0,0.83,0.2985,31,5481
summer,2011,8,8,0,0,0,24.9,28.0,0.79,0.2239,92,5482
summer,2011,8,9,0,0,0,25.8,30.0,0.74,0.2239,231,5483
summer,2011,8,10,0,0,0,26.8,31.0,0.74,0.2537,274,5484
summer,2011,8,11,0,0,0,29.6,36.0,0.63,0.2836,313,5485
summer,2011,8,12,0,0,0,30.5,37.0,0.59,0.2836,374,5486
summer,2011,8,13,0,0,0,29.6,35.0,0.59,0.4179,310,5487
summer,2011,8,14,0,0,0,24.9,28.0,0.79,0.3881,235,5488
summer,2011,8,15,0,0,0,24.9,28.0,0.84,0.2836,68,5489
summer,2011,8,16,0,0,0,25.8,30.0,0.79,0.1642,258,5490
summer,2011,8,17,0,0,0,25.8,30.0,0.79,0.1343,270,5491
summer,2011,8,18,0,0,0,25.8,30.0,0.79,0.2537,311,5492
summer,2011,8,19,0,0,0,25.8,29.0,0.7,0.2537,282,5493
summer,2011,8,20,0,0,0,24.9,28.0,0.79,0.2537,181,5494
summer,2011,8,21,0,0,0,24.9,28.0,0.79,0.2537,138,5495
summer,2011,8,22,0,0,0,24.9,28.0,0.79,0.194,134,5496
summer,2011,8,23,0,0,0,24.9,28.0,0.74,0.1642,68,5497
summer,2011,8,0,0,1,1,24.0,26.0,0.79,0.1642,40,5498
summer,2011,8,1,0,1,1,24.0,26.0,0.79,0.0896,21,5499
summer,2011,8,2,0,1,1,24.9,27.0,0.65,0.1045,8,5500
summer,2011,8,3,0,1,1,24.9,27.0,0.65,0.1343,5,5501
summer,2011,8,4,0,1,1,24.0,26.0,0.65,0.194,12,5502
summer,2011,8,5,0,1,1,23.0,25.0,0.65,0.3582,24,5503
summer,2011,8,6,0,1,1,23.0,25.0,0.61,0.2985,112,5504
summer,2011,8,7,0,1,1,23.0,25.0,0.61,0.3284,281,5505
summer,2011,8,8,0,1,1,23.0,25.0,0.61,0.3284,351,5506
summer,2011,8,9,0,1,1,24.0,26.0,0.54,0.2537,187,5507
summer,2011,8,10,0,1,1,24.9,27.0,0.48,0.2836,121,5508
summer,2011,8,11,0,1,1,25.8,27.0,0.34,0.3284,131,5509
summer,2011,8,12,0,1,1,26.8,27.0,0.35,0.3881,207,5510
summer,2011,8,13,0,1,1,26.8,27.0,0.3,0.4627,205,5511
summer,2011,8,14,0,1,1,26.8,27.0,0.3,0.3881,225,5512
summer,2011,8,15,0,1,1,26.8,27.0,0.3,0.2985,199,5513
summer,2011,8,16,0,1,1,26.8,27.0,0.3,0.3881,320,5514
summer,2011,8,17,0,1,1,26.8,27.0,0.27,0.3284,591,5515
summer,2011,8,18,0,1,1,25.8,27.0,0.28,0.2985,609,5516
summer,2011,8,19,0,1,1,24.9,26.0,0.3,0.2836,416,5517
summer,2011,8,20,0,1,1,23.0,25.0,0.34,0.194,268,5518
summer,2011,8,21,0,1,1,22.1,25.0,0.38,0.194,208,5519
summer,2011,8,22,0,1,1,22.1,25.0,0.38,0.2985,153,5520
summer,2011,8,23,0,1,1,21.1,25.0,0.41,0.2537,64,5521
summer,2011,8,0,0,2,1,20.2,25.0,0.43,0.194,35,5522
summer,2011,8,1,0,2,1,19.3,20.0,0.49,0.194,19,5523
summer,2011,8,2,0,2,1,18.3,19.0,0.52,0.194,6,5524
summer,2011,8,3,0,2,1,18.3,19.0,0.52,0.2836,6,5525
summer,2011,8,4,0,2,1,17.4,18.0,0.56,0.1642,5,5526
summer,2011,8,5,0,2,1,17.4,18.0,0.56,0.194,36,5527
summer,2011,8,6,0,2,1,17.4,18.0,0.6,0.194,114,5528
summer,2011,8,7,0,2,1,20.2,25.0,0.49,0.194,344,5529
summer,2011,8,8,0,2,1,21.1,25.0,0.5,0.0,504,5530
summer,2011,8,9,0,2,1,23.0,25.0,0.44,0.0,225,5531
summer,2011,8,10,0,2,1,24.9,26.0,0.37,0.0,148,5532
summer,2011,8,11,0,2,1,24.9,26.0,0.34,0.1045,186,5533
summer,2011,8,12,0,2,1,24.9,26.0,0.39,0.0896,237,5534
summer,2011,8,13,0,2,1,25.8,27.0,0.3,0.1045,234,5535
summer,2011,8,14,0,2,1,25.8,27.0,0.3,0.0896,651,5536
summer,2011,8,15,0,2,1,25.8,27.0,0.34,0.2239,601,5537
summer,2011,8,16,0,2,1,25.8,27.0,0.32,0.1343,444,5538
summer,2011,8,17,0,2,1,25.8,27.0,0.34,0.2239,472,5539
summer,2011,8,18,0,2,1,25.8,27.0,0.34,0.194,519,5540
summer,2011,8,19,0,2,1,23.0,25.0,0.5,0.2239,367,5541
summer,2011,8,20,0,2,1,22.1,25.0,0.53,0.2537,260,5542
summer,2011,8,21,0,2,1,21.1,25.0,0.57,0.0,211,5543
summer,2011,8,22,0,2,1,21.1,25.0,0.57,0.1343,191,5544
summer,2011,8,23,0,2,1,21.1,24.0,0.61,0.1343,80,5545
summer,2011,8,0,0,3,1,21.1,25.0,0.57,0.1343,38,5546
summer,2011,8,1,0,3,1,20.2,24.0,0.6,0.1045,24,5547
summer,2011,8,2,0,3,1,19.3,20.0,0.68,0.1343,6,5548
summer,2011,8,3,0,3,1,19.3,20.0,0.68,0.1343,1,5549
summer,2011,8,4,0,3,1,18.3,19.0,0.73,0.1045,7,5550
summer,2011,8,5,0,3,1,18.3,19.0,0.73,0.1045,27,5551
summer,2011,8,6,0,3,1,18.3,19.0,0.73,0.0,108,5552
summer,2011,8,7,0,3,1,20.2,24.0,0.64,0.0896,308,5553
summer,2011,8,8,0,3,1,21.1,24.0,0.69,0.1343,468,5554
summer,2011,8,9,0,3,1,22.1,24.0,0.69,0.2537,213,5555
summer,2011,8,10,0,3,1,24.9,27.0,0.58,0.2836,146,5556
summer,2011,8,11,0,3,1,25.8,28.0,0.54,0.2985,185,5557
summer,2011,8,12,0,3,1,26.8,29.0,0.55,0.3284,235,5558
summer,2011,8,13,0,3,1,27.7,29.0,0.48,0.4179,236,5559
summer,2011,8,14,0,3,1,27.7,29.0,0.48,0.4179,204,5560
summer,2011,8,15,0,3,1,27.7,29.0,0.48,0.4478,204,5561
summer,2011,8,16,0,3,1,27.7,30.0,0.52,0.4179,271,5562
summer,2011,8,17,0,3,1,27.7,30.0,0.52,0.3582,567,5563
summer,2011,8,18,0,3,1,26.8,29.0,0.55,0.2985,621,5564
summer,2011,8,19,0,3,1,26.8,29.0,0.55,0.2985,440,5565
summer,2011,8,20,0,3,1,25.8,28.0,0.58,0.2985,334,5566
summer,2011,8,21,0,3,1,24.9,27.0,0.61,0.3582,236,5567
summer,2011,8,22,0,3,1,24.9,27.0,0.65,0.3582,181,5568
summer,2011,8,23,0,3,1,24.0,26.0,0.69,0.2985,70,5569
summer,2011,8,0,0,4,1,24.0,26.0,0.74,0.2985,52,5570
summer,2011,8,1,0,4,1,24.0,26.0,0.69,0.3881,15,5571
summer,2011,8,2,0,4,1,24.0,26.0,0.69,0.3881,5,5572
summer,2011,8,3,0,4,1,23.0,25.0,0.74,0.3284,4,5573
summer,2011,8,4,0,4,1,23.0,24.0,0.78,0.3881,7,5574
summer,2011,8,5,0,4,1,23.0,24.0,0.83,0.4179,26,5575
summer,2011,8,6,0,4,1,23.0,24.0,0.83,0.3284,102,5576
summer,2011,8,7,0,4,1,24.0,26.0,0.79,0.3284,313,5577
summer,2011,8,8,0,4,1,24.9,28.0,0.74,0.2985,484,5578
summer,2011,8,9,0,4,1,25.8,29.0,0.7,0.2985,162,5579
summer,2011,8,10,0,4,1,26.8,30.0,0.66,0.2985,142,5580
summer,2011,8,11,0,4,1,24.9,28.0,0.79,0.0,151,5581
summer,2011,8,12,0,4,1,24.9,28.0,0.79,0.0,41,5582
summer,2011,8,13,0,4,1,24.9,28.0,0.79,0.1045,37,5583
summer,2011,8,14,0,4,1,25.8,30.0,0.74,0.0,113,5584
summer,2011,8,15,0,4,1,26.8,30.0,0.7,0.0,132,5585
summer,2011,8,16,0,4,1,25.8,31.0,0.84,0.0,121,5586
summer,2011,8,17,0,4,1,25.8,31.0,0.84,0.0,312,5587
summer,2011,8,18,0,4,1,25.8,31.0,0.84,0.1343,408,5588
summer,2011,8,19,0,4,1,23.0,24.0,0.78,0.3284,272,5589
summer,2011,8,20,0,4,1,22.1,23.0,0.78,0.3582,225,5590
summer,2011,8,21,0,4,1,22.1,23.0,0.78,0.2836,187,5591
summer,2011,8,22,0,4,1,21.1,22.0,0.83,0.0,147,5592
summer,2011,8,23,0,4,1,21.1,22.0,0.83,0.0896,84,5593
summer,2011,8,0,0,5,1,21.1,22.0,0.83,0.1343,51,5594
summer,2011,8,1,0,5,1,21.1,22.0,0.83,0.0,23,5595
summer,2011,8,2,0,5,1,21.1,21.0,0.88,0.1343,20,5596
summer,2011,8,3,0,5,1,20.2,20.0,0.88,0.1045,11,5597
summer,2011,8,4,0,5,1,21.1,21.0,0.88,0.0,8,5598
summer,2011,8,5,0,5,1,21.1,21.0,0.88,0.0,26,5599
summer,2011,8,6,0,5,1,21.1,21.0,0.88,0.0,105,5600
summer,2011,8,7,0,5,1,22.1,22.0,0.83,0.0,266,5601
summer,2011,8,8,0,5,1,23.0,24.0,0.83,0.1045,404,5602
summer,2011,8,9,0,5,1,24.9,28.0,0.74,0.0,230,5603
summer,2011,8,10,0,5,1,26.8,30.0,0.66,0.0896,123,5604
summer,2011,8,11,0,5,1,27.7,31.0,0.62,0.0,214,5605
summer,2011,8,12,0,5,1,27.7,32.0,0.66,0.1045,243,5606
summer,2011,8,13,0,5,1,28.7,33.0,0.59,0.1045,237,5607
summer,2011,8,14,0,5,1,29.6,35.0,0.59,0.0,219,5608
summer,2011,8,15,0,5,1,29.6,35.0,0.59,0.194,249,5609
summer,2011,8,16,0,5,1,28.7,33.0,0.62,0.1045,343,5610
summer,2011,8,17,0,5,1,26.8,31.0,0.74,0.2537,489,5611
summer,2011,8,18,0,5,1,26.8,31.0,0.74,0.1343,410,5612
summer,2011,8,19,0,5,1,25.8,30.0,0.79,0.1045,290,5613
summer,2011,8,20,0,5,1,25.8,30.0,0.79,0.0896,222,5614
summer,2011,8,21,0,5,1,25.8,30.0,0.79,0.1642,190,5615
summer,2011,8,22,0,5,1,25.8,30.0,0.79,0.1045,152,5616
summer,2011,8,23,0,5,1,24.9,28.0,0.84,0.0896,136,5617
summer,2011,8,0,0,6,0,24.9,28.0,0.84,0.1045,145,5618
summer,2011,8,1,0,6,0,24.9,28.0,0.84,0.1642,64,5619
summer,2011,8,2,0,6,0,24.9,28.0,0.84,0.194,77,5620
summer,2011,8,3,0,6,0,24.9,28.0,0.84,0.2239,30,5621
summer,2011,8,4,0,6,0,24.9,28.0,0.84,0.2239,4,5622
summer,2011,8,5,0,6,0,24.9,28.0,0.84,0.2985,12,5623
summer,2011,8,6,0,6,0,24.9,28.0,0.84,0.2985,18,5624
summer,2011,8,7,0,6,0,24.9,28.0,0.84,0.3582,28,5625
summer,2011,8,8,0,6,0,24.9,28.0,0.84,0.2537,76,5626
summer,2011,8,9,0,6,0,24.9,28.0,0.84,0.4179,156,5627
summer,2011,8,10,0,6,0,24.9,28.0,0.79,0.4627,205,5628
summer,2011,8,11,0,6,0,23.0,23.0,0.89,0.4179,88,5629
summer,2011,8,12,0,6,0,23.0,24.0,0.83,0.4925,76,5630
summer,2011,8,13,0,6,0,23.0,24.0,0.83,0.3881,43,5631
summer,2011,8,14,0,6,0,22.1,22.0,0.89,0.5522,23,5632
summer,2011,8,15,0,6,0,22.1,22.0,0.89,0.5522,30,5633
summer,2011,8,16,0,6,0,22.1,22.0,0.89,0.5224,24,5634
summer,2011,8,17,0,6,0,22.1,22.0,0.89,0.8358,16,5635
summer,2011,8,7,0,0,0,21.1,22.0,0.83,0.3582,1,5636
summer,2011,8,8,0,0,0,21.1,22.0,0.83,0.4179,8,5637
summer,2011,8,9,0,0,0,23.0,25.0,0.74,0.4179,53,5638
summer,2011,8,10,0,0,0,24.9,27.0,0.61,0.6119,142,5639
summer,2011,8,11,0,0,0,24.9,27.0,0.58,0.3881,237,5640
summer,2011,8,12,0,0,0,26.8,28.0,0.51,0.3881,306,5641
summer,2011,8,13,0,0,0,27.7,29.0,0.45,0.3582,431,5642
summer,2011,8,14,0,0,0,28.7,30.0,0.43,0.4179,447,5643
summer,2011,8,15,0,0,0,28.7,30.0,0.43,0.3582,469,5644
summer,2011,8,16,0,0,0,29.6,31.0,0.36,0.3881,491,5645
summer,2011,8,17,0,0,0,27.7,29.0,0.4,0.2985,398,5646
summer,2011,8,18,0,0,0,26.8,28.0,0.42,0.2239,402,5647
summer,2011,8,19,0,0,0,25.8,28.0,0.48,0.1045,387,5648
summer,2011,8,20,0,0,0,25.8,27.0,0.45,0.1045,214,5649
summer,2011,8,21,0,0,0,23.0,25.0,0.61,0.1343,186,5650
summer,2011,8,22,0,0,0,22.1,24.0,0.69,0.1045,98,5651
summer,2011,8,23,0,0,0,21.1,23.0,0.73,0.1045,64,5652
summer,2011,8,0,0,1,1,21.1,23.0,0.73,0.1045,34,5653
summer,2011,8,1,0,1,1,20.2,23.0,0.69,0.1045,20,5654
summer,2011,8,2,0,1,1,20.2,23.0,0.69,0.194,13,5655
summer,2011,8,3,0,1,1,20.2,23.0,0.69,0.1045,6,5656
summer,2011,8,4,0,1,1,18.3,19.0,0.68,0.1343,3,5657
summer,2011,8,5,0,1,1,18.3,19.0,0.73,0.1343,17,5658
summer,2011,8,6,0,1,1,18.3,19.0,0.73,0.1343,102,5659
summer,2011,8,7,0,1,1,20.2,24.0,0.6,0.2239,284,5660
summer,2011,8,8,0,1,1,21.1,25.0,0.57,0.2537,404,5661
summer,2011,8,9,0,1,1,21.1,25.0,0.53,0.2537,188,5662
summer,2011,8,10,0,1,1,23.0,25.0,0.47,0.2239,115,5663
summer,2011,8,11,0,1,1,23.0,25.0,0.47,0.1642,138,5664
summer,2011,8,12,0,1,1,24.0,26.0,0.44,0.1642,207,5665
summer,2011,8,13,0,1,1,24.9,26.0,0.39,0.0,218,5666
summer,2011,8,14,0,1,1,24.9,26.0,0.42,0.0,182,5667
summer,2011,8,15,0,1,1,24.9,26.0,0.42,0.1642,220,5668
summer,2011,8,16,0,1,1,25.8,27.0,0.42,0.1642,282,5669
summer,2011,8,17,0,1,1,24.9,26.0,0.47,0.2239,591,5670
summer,2011,8,18,0,1,1,23.0,25.0,0.47,0.2537,547,5671
summer,2011,8,19,0,1,1,23.0,25.0,0.47,0.2537,367,5672
summer,2011,8,20,0,1,1,22.1,25.0,0.53,0.1642,277,5673
summer,2011,8,21,0,1,1,22.1,25.0,0.53,0.194,202,5674
summer,2011,8,22,0,1,1,21.1,25.0,0.57,0.1343,142,5675
